"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
6734,"03OI","heliport","Marymount Hospital Heliport",41.4208984375,-81.59980010986328,890,"NA","US","US-OH","Garfield Heights","no","03OI",,"03OI",,,
6735,"03OK","small_airport","Sahoma Lake Airport",36.04119873046875,-96.1613998413086,890,"NA","US","US-OK","Sapulpa","no","03OK",,"03OK",,,
6736,"03OR","small_airport","Powwatka Ridge Airport",45.85540008544922,-117.48400115966797,3340,"NA","US","US-OR","Troy","no","03OR",,"03OR",,,
6737,"03PA","heliport","Collegeville Heliport",40.162899017333984,-75.4656982421875,197,"NA","US","US-PA","Collegeville","no","03PA",,"03PA",,,
6738,"03PN","heliport","M.P. Metals Heliport",41.066861,-76.180806,479,"NA","US","US-PA","Berwick","yes","03PN",,"03PN",,,
6739,"03PS","small_airport","Ziggy's Field",40.849998474121094,-77.90560150146484,1050,"NA","US","US-PA","Bellefonte","no","03PS",,"03PS",,,
6740,"03S","small_airport","Sandy River Airport",45.401798248291016,-122.22899627685547,704,"NA","US","US-OR","Sandy","no","03S",,"03S",,"http://en.wikipedia.org/wiki/Sandy_River_Airport",
6741,"03SC","heliport","Seacoast Medical Center Heliport",33.8650016784668,-78.66190338134766,73,"NA","US","US-SC","Little River","no","03SC",,"03SC",,,
6742,"03TA","small_airport","Gay Hill Farm Airport",30.262699127197266,-96.50019836425781,505,"NA","US","US-TX","Gay Hill","no","03TA",,"03TA",,,
6743,"03TE","small_airport","Barronena Ranch Airport",27.491100311279297,-98.66950225830078,600,"NA","US","US-TX","Hebbronville","no","03TE",,"03TE",,,
6744,"03TN","heliport","Eagles Landing Heliport",35.92250061035156,-83.57939910888672,1000,"NA","US","US-TN","Sevierville","no","03TN",,"03TN",,,
6745,"03TS","heliport","Shannon Medical Center Heliport",31.45989990234375,-100.43800354003906,1825,"NA","US","US-TX","San Angelo","no","03TS",,"03TS",,,
6746,"03TX","heliport","M D K Field",29.581600189208984,-95.30719757080078,50,"NA","US","US-TX","Pearland","no","03TX",,"03TX",,,
6747,"03UT","small_airport","A Z Minerals Corporation Airport",37.12080001831055,-109.98600006103516,5315,"NA","US","US-UT","Mexican Hat","no","03UT",,"03UT",,,
6748,"03VA","closed","Whipoorwill Springs Airport",38.66460037231445,-77.57969665527344,250,"NA","US","US-VA","Nokesville","no","03VA",,"03VA",,,
6749,"03WA","small_airport","Spangle Field",47.408199310302734,-117.37200164794922,2440,"NA","US","US-WA","Spangle","no","03WA",,"03WA",,,
6750,"03WI","small_airport","Zink Airport",44.02750015258789,-88.88089752197266,880,"NA","US","US-WI","Berlin","no","03WI",,"03WI",,,
6751,"03WN","small_airport","Aerostone Ranch Airport",45.875,-120.66999816894531,2320,"NA","US","US-WA","Goldendale","no","03WN",,"03WN",,,
6752,"03XS","small_airport","Creekside Airport",31.318099975585938,-100.75399780273438,2100,"NA","US","US-TX","Mertzon","no","03XS",,"03XS",,,
6753,"04AL","heliport","Anniston AHP (Anniston Army Depot)",33.62639999,-85.96720123,686,"NA","US","US-AL","Anniston","no","04AL",,"04AL",,,
6754,"04AR","heliport","Saline Memorial Hospital Heliport",34.57400131225586,-92.58290100097656,430,"NA","US","US-AR","Benton","no","04AR",,"04AR",,,
6755,"04AZ","small_airport","Chinle Airport",36.15420150756836,-109.5510025024414,5515,"NA","US","US-AZ","Chinle","no","04AZ",,"04AZ",,,
6756,"04CA","small_airport","Gray Butte Field",34.563899993896484,-117.67500305175781,3020,"NA","US","US-CA","Palmdale","no","04CA",,"04CA",,,
6757,"04CL","small_airport","Hunt's Sky Ranch Airport",33.08169937133789,-116.44100189208984,2310,"NA","US","US-CA","Julian","no","04CL",,"04CL",,,
6758,"04CT","heliport","Shingle Mill Heliport",41.75510025024414,-73.05239868164062,880,"NA","US","US-CT","Harwinton","no","04CT",,"04CT",,,
6759,"04F","small_airport","De Leon Municipal Airport",32.09880065917969,-98.52529907226562,1293,"NA","US","US-TX","De Leon","no","04F",,"04F",,,
6760,"04FA","small_airport","Richards Field",25.558700561523438,-80.51509857177734,9,"NA","US","US-FL","Homestead","no","04FA",,"04FA",,,
6761,"04FL","small_airport","Cross Creek Farms Airport",29.23940086364746,-81.22200012207031,30,"NA","US","US-FL","Ormond","no","04FL",,"04FL",,,
6762,"04I","small_airport","Columbus Southwest Airport",39.91120147705078,-83.18879699707031,920,"NA","US","US-OH","Columbus","no","04I",,"04I",,,
6763,"04IA","small_airport","Middlekoop Airport",41.08829879760742,-92.05460357666016,801,"NA","US","US-IA","Packwood","no","04IA",,"04IA",,,
6764,"04ID","small_airport","Lanham Field",43.87770080566406,-116.53700256347656,2343,"NA","US","US-ID","Emmett","no","04ID",,"04ID",,,
6765,"04II","small_airport","Turkey Run Airport",41.13059997558594,-84.99410247802734,765,"NA","US","US-IN","New Haven","no","04II",,"04II",,,
6766,"04IL","small_airport","Schertz Aerial Service - Hudson Airport",40.6375007629,-89.0070037842,755,"NA","US","US-IL","Hudson","no","04IL",,"04IL",,,
45410,"04IN","seaplane_base","Lake Gage Seaplane Base",41.701389,-85.113056,954,"NA","US","US-IN","Angola","no","04IN",,"04IN",,,
6767,"04IS","small_airport","Van Gorder Airport",40.1786003112793,-88.56900024414062,728,"NA","US","US-IL","Mansfield","no","04IS",,"04IS",,,
6768,"04KS","heliport","Robinson Industries Heliport",38.97890090942383,-95.2197036743164,835,"NA","US","US-KS","Lawrence","no","04KS",,"04KS",,,
6769,"04KY","small_airport","Natchez Trace Farm Airport",37.135101318359375,-85.78939819335938,710,"NA","US","US-KY","Hiseville","no","04KY",,"04KY",,,
6770,"04LA","heliport","St James Heliport",30.051111,-90.702222,10,"NA","US","US-LA","Lutcher","no","04LA",,"04LA",,,
6771,"04LL","small_airport","Brunner Airport",42.13610076904297,-88.28759765625,750,"NA","US","US-IL","West Dundee","no","04LL",,"04LL",,,
6772,"04LS","heliport","La National Guard Heliport",30.44610023498535,-91.10530090332031,52,"NA","US","US-LA","Baton Rouge","no","04LS",,"04LS",,,
6773,"04MA","closed","Goddard Field (Airport)",42.8097991943,-71.1391983032,200,"NA","US","US-MA","Haverhill","no","04MA",,"04MA",,,
6774,"04MD","heliport","Chesapeake City Heliport",39.51810073852539,-75.82140350341797,40,"NA","US","US-MD","Chesapeake City","no","04MD",,"04MD",,,
6775,"04ME","small_airport","Beech Hill Airport",44.66669845581055,-69.8938980102539,625,"NA","US","US-ME","Mercer","no","04ME",,"04ME",,,
6776,"04MI","small_airport","Rapids Airway Airport",42.53450012207031,-84.62830352783203,880,"NA","US","US-MI","Eaton Rapids","no","04MI",,"04MI",,,
6777,"04MN","small_airport","Helblad Airport",47.985801696777344,-94.68689727783203,1195,"NA","US","US-MN","Kelliher","no","04MN",,"04MN",,,
6778,"04MO","small_airport","Airpark Private Airport",39.30120086669922,-91.45149993896484,767,"NA","US","US-MO","Vandalia","no","04MO",,"04MO",,,
6779,"04MS","small_airport","Nick's Flying Service Inc Airport",32.939601898199996,-90.8373031616,100,"NA","US","US-MS","Rolling Fork","no","04MS",,"04MS",,,
6780,"04MT","small_airport","Pluhar Airport",47.13749777779999,-106.488095,2715,"NA","US","US-MT","Cohagen","no","04MT",,"04MT",,,
6781,"04NC","heliport","Western Wake Medical Center Heliport",35.739200592,-78.7822036743,445,"NA","US","US-NC","Cary","no","04NC",,"04NC",,,
6782,"04NE","small_airport","Mc Connell Field Airport",41.159999847399995,-101.299003601,3035,"NA","US","US-NE","Sarben","no","04NE",,"04NE",,,
6783,"04NJ","small_airport","Emmanuel Airport",39.596801757799994,-75.2334976196,155,"NA","US","US-NJ","Elmer","no","04NJ",,"04NJ",,,
6784,"04NV","small_airport","Kingston Ranch Airport",35.7555007935,-115.665000916,2620,"NA","US","US-NV","Sandy Valley","no","04NV",,"04NV",,,
6785,"04NY","small_airport","Klaverack Airport",42.262298584,-73.6961975098,250,"NA","US","US-NY","Hudson","no","04NY",,"04NY",,,
45733,"04OG","heliport","Teufel Heliport",45.530833,-123.085556,185,"NA","US","US-OR","Forest Grove","no","04OG",,"04OG",,,
6786,"04OH","small_airport","Bossow Airport",41.2476997375,-81.10070037839999,1080,"NA","US","US-OH","Garrettsville","no","04OH",,"04OH",,,
6787,"04OK","heliport","Stillwater Medical Center Heliport",36.1152992249,-97.079498291,984,"NA","US","US-OK","Stillwater","no","04OK",,"04OK",,,
6788,"04OR","small_airport","Collins Landing Strip",44.7499008179,-120.200996399,1500,"NA","US","US-OR","Mitchell","no","04OR",,"04OR",,,
6789,"04PA","heliport","S & C Distribution Center Heliport",39.87929916379999,-75.2287979126,50,"NA","US","US-PA","Philadelphia","no","04PA",,"04PA",,,
6790,"04PN","heliport","Strawbridge & Clothier Exton Heliport",40.0306619,-75.63021,320,"NA","US","US-PA","Exton","no","04PN",,"04PN",,,
6791,"04SC","heliport","Emergency Helipad",34.8405990601,-82.60690307620001,994,"NA","US","US-SC","Easley","no","04SC",,"04SC",,,
6792,"04TA","heliport","Capitol National Bank Building Heliport",30.271041666699997,-97.7446975708,540,"NA","US","US-TX","Austin","no","04TA",,"04TA",,,
6793,"04TE","heliport","Veterans Affairs Medical Center Heliport",29.700199127199998,-95.38739776610001,49,"NA","US","US-TX","Houston","no","04TE",,"04TE",,,
6794,"04TN","small_airport","Hensley Airpark",36.183300018299995,-82.67890167239999,1430,"NA","US","US-TN","Chuckey","no","04TN",,"04TN",,,
6795,"04TS","heliport","Hummingbird Heliport",30.553499221800003,-97.60610198970001,690,"NA","US","US-TX","Hutto","no","04TS",,"04TS",,,
6796,"04TX","small_airport","Pocock Airport",31.7322006226,-97.36889648440001,565,"NA","US","US-TX","China Spring","no","04TX",,"04TX",,,
6797,"04UT","small_airport","Navajo Mountain Airport",37.0083007812,-110.794998169,6160,"NA","US","US-UT","Navajo Mountain Trdng Post","no","04UT",,"04UT",,,
6798,"04V","small_airport","Saguache Municipal Airport",38.0990833,-106.1743889,7826,"NA","US","US-CO","Saguache","no","04V",,"04V",,,
6799,"04VA","heliport","Russell County Medical Center Heliport",36.898,-82.078,2004,"NA","US","US-VA","Lebanon","yes","04VA",,"04VA",,,
6800,"04VG","small_airport","Manquin Flight Park Ultralightport",37.7144012451,-77.21179962160001,50,"NA","US","US-VA","Manquin","no","04VG",,"04VG",,,
6801,"04VT","small_airport","Lightning Bolt Field Airport",44.4011001587,-72.26360321039999,2156,"NA","US","US-VT","Cabot","no","04VT",,"04VT",,,
6802,"04W","small_airport","Field of Dreams Airport",46.0228004456,-92.895401001,1021,"NA","US","US-MN","Hinckley","no","04W",,"04W",,,
6803,"04WA","small_airport","Ox Meadows Airport",47.5817985535,-117.43699646,2345,"NA","US","US-WA","Spokane","no","04WA",,"04WA",,,
6804,"04WI","small_airport","Dutch Gap Airstrip",42.523399353,-88.0167007446,760,"NA","US","US-WI","Bristol","no","04WI",,"04WI",,,
45903,"04WN","small_airport","Stillwater Creek Airport",46.963889,-119.641667,1510,"NA","US","US-WA","Royal City","no","04WN",,"04WN",,,
6805,"04WV","heliport","West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport",39.6536111111,-79.9561111111,1137,"NA","US","US-WV","Morgantown","no","04WV",,"04WV",,,
6806,"04XS","heliport","Napiers Heliport",32.5820999146,-97.1425018311,625,"NA","US","US-TX","Mansfield","no","04XS",,"04XS",,,
6807,"05AK","small_airport","Wasilla Creek Airpark",61.66830063,-149.1880035,620,"NA","US","US-AK","Palmer","yes","05AK",,"05AK",,,
6808,"05AL","heliport","Allen Stagefield Army Heliport",31.2311992645,-85.64969635010002,365,"NA","US","US-AL","Fort Rucker/Wicksburg","no","05AL",,"05AL",,,
45302,"05AR","small_airport","Ozark Skies Airpark",36.000633,-93.57025,1900,"NA","US","US-AR","Kingston","no","05AR",,"05AR",,,
6809,"05AZ","heliport","Yuma Regional Medical Center Heliport",32.682800293,-114.634002686,200,"NA","US","US-AZ","Yuma","no","05AZ",,"05AZ",,,
6810,"05B","seaplane_base","Van Buren Seaplane Base",47.15890121459999,-67.9319992065,440,"NA","US","US-ME","Van Buren","no","05B",,"05B",,,
6811,"05CA","heliport","Lost Hills Sheriff's Station Heliport",34.137798309299995,-118.713996887,888,"NA","US","US-CA","Calabasas","no","05CA",,"05CA",,,
6812,"05CL","small_airport","Pope Valley Airport",38.6106987,-122.39099884,618,"NA","US","US-CA","Pope Valley","no","05CL",,"05CL",,,
6813,"05CO","small_airport","Rancho De Aereo Airport",40.2149839,-104.9844228,4978,"NA","US","US-CO","Mead","yes","05CO",,"05CO",,,
6814,"05CT","heliport","O And G Heliport",41.7737007141,-73.1162033081,600,"NA","US","US-CT","Torrington","no","05CT",,"05CT",,,
6815,"05FA","small_airport","Melanie's Airport",30.918899536132812,-86.21829986572266,295,"NA","US","US-FL","Florala","no","05FA",,"05FA",,,
6816,"05FD","heliport","Aventura Heliport",25.960899353027344,-80.13919830322266,6,"NA","US","US-FL","North Miami Beach","no","05FD",,"05FD",,,
6817,"05FL","small_airport","Charlton Strip",26.523099899291992,-81.4083023071289,36,"NA","US","US-FL","La Belle","no","05FL",,"05FL",,,
6818,"05GA","small_airport","Raju Airport",32.0713996887207,-84.71440124511719,625,"NA","US","US-GA","Richland","no","05GA",,"05GA",,,
6819,"05IA","small_airport","Spotts Field",43.13750076293945,-93.06829833984375,1155,"NA","US","US-IA","Nora Springs","no","05IA",,"05IA",,,
6820,"05ID","small_airport","Running Creek Ranch Airport",45.914100646972656,-114.83599853515625,2969,"NA","US","US-ID","Grangeville","no","05ID",,"05ID",,,
6821,"05II","small_airport","Reichhart Airport",41.02870178222656,-84.99720001220703,795,"NA","US","US-IN","New Haven","no","05II",,"05II",,,
6822,"05IL","small_airport","Classic Landings Airport",41.156700134277344,-88.0167007446289,635,"NA","US","US-IL","Bonfield","no","05IL",,"05IL",,,
6823,"05IN","small_airport","Cooper Airport",39.641998291015625,-86.50420379638672,860,"NA","US","US-IN","Belleville","no","05IN",,"05IN",,,
6824,"05IS","small_airport","Hardy Airport",39.72589874267578,-89.26399993896484,605,"NA","US","US-IL","Mount Auburn","no","05IS",,"05IS",,,
6825,"05KS","small_airport","Darbro Field",37.26620101928711,-95.95919799804688,945,"NA","US","US-KS","Elk City","no","05KS",,"05KS",,,
6826,"05KY","small_airport","Cartersville Airport",37.53689957,-84.40720367,1070,"NA","US","US-KY","Berea","no","05KY",,"05KY",,,
6827,"05LA","small_airport","Greg's Flying Service Airport",32.26530075073242,-91.69779968261719,76,"NA","US","US-LA","Baskin","no","05LA",,"05LA",,,
6828,"05LL","heliport","Midwest Heliport",41.7489013671875,-87.93509674072266,710,"NA","US","US-IL","Willowbrook","no","05LL",,"05LL",,,
6829,"05LS","small_airport","Grass Roots Airport",31.252199172973633,-92.47579956054688,83,"NA","US","US-LA","Alexandria","no","05LS",,"05LS",,,
6830,"05M","heliport","Pauls Valley General Hospital Heliport",34.71969985961914,-97.21399688720703,911,"NA","US","US-OK","Pauls Valley","no","05M",,"05M",,,
6831,"05MA","heliport","Bentley Heliport",42.691200256347656,-70.91230010986328,80,"NA","US","US-MA","Ipswich","no","05MA",,"05MA",,,
6832,"05MD","small_airport","Breezecroft Airport",39.250099182128906,-76.2052001953125,20,"NA","US","US-MD","Chestertown","no","05MD",,"05MD",,,
6833,"05ME","small_airport","Drisko Airport",44.65700149536133,-67.55919647216797,70,"NA","US","US-ME","Jonesboro","no","05ME",,"05ME",,,
6834,"05MO","heliport","Portageville Community Heliport",36.4297981262207,-89.68009948730469,272,"NA","US","US-MO","Portageville","no","05MO",,"05MO",,,
6835,"05MS","heliport","Va Medical Center Jackson Heliport",32.31890106201172,-90.16809844970703,359,"NA","US","US-MS","Jackson","no","05MS",,"05MS",,,
6836,"05NC","heliport","Brunswick Community Hospital Heliport",34.00809860229492,-78.29109954833984,63,"NA","US","US-NC","Supply","no","05NC",,"05NC",,,
6837,"05NE","small_airport","Mc Kay Airport",41.7221984863,-98.3089981079,2010,"NA","US","US-NE","Spalding","no","05NE",,"05NE",,,
6838,"05NH","heliport","Stumpfield Heliport",42.92390060424805,-70.95140075683594,200,"NA","US","US-NH","Kensington","no","05NH",,"05NH",,,
6839,"05NJ","heliport","Paulus Hook Pier Heliport",40.7140007019043,-74.03150177001953,7,"NA","US","US-NJ","Jersey City","no","05NJ",,"05NJ",,,
6840,"05NY","heliport","Oswego County At Pulaski Heliport",43.551998138427734,-76.09020233154297,445,"NA","US","US-NY","Pulaski","no","05NY",,"05NY",,,
6841,"05OI","small_airport","Dorlon Airpark",41.28839874267578,-81.96260070800781,830,"NA","US","US-OH","Columbia Station","no","05OI",,"05OI",,,
6842,"05OK","small_airport","Hawk Haven Airport",35.85340118408203,-97.56749725341797,1075,"NA","US","US-OK","Crescent","no","05OK",,"05OK",,,
6843,"05OR","small_airport","Peacock Ranch Airport",45.44150161743164,-117.35099792480469,3500,"NA","US","US-OR","Enterprise","no","05OR",,"05OR",,,
6844,"05PA","heliport","Philadelphia Market Street Heliport",39.95479965209961,-75.1781997680664,110,"NA","US","US-PA","Philadelphia","no","05PA",,"05PA",,,
6845,"05PN","heliport","State Police Area Iii Heliport",40.30009841918945,-76.85800170898438,485,"NA","US","US-PA","Harrisburg","no","05PN",,"05PN",,,
6846,"05PS","small_airport","Mills Brothers Airport",40.142799377441406,-77.86190032958984,1210,"NA","US","US-PA","Burnt Cabins","no","05PS",,"05PS",,,
6847,"05S","small_airport","Vernonia Airfield",45.85150146484375,-123.24199676513672,647,"NA","US","US-OR","Vernonia","no","05S",,"05S",,"http://en.wikipedia.org/wiki/Vernonia_Airfield",
6848,"05TA","small_airport","Brandes Air Field",29.809099197387695,-96.26509857177734,276,"NA","US","US-TX","Sealy","no","05TA",,"05TA",,,
6849,"05TE","small_airport","Hilde-Griff Field",30.72209930419922,-97.79139709472656,950,"NA","US","US-TX","Georgetown","no","05TE",,"05TE",,,
6850,"05TN","closed","Thurmond Glenn Field",35.55699920654297,-89.55290222167969,285,"NA","US","US-TN","Covington","no","05TN",,"05TN",,,
6851,"05TS","small_airport","Dew Drop Airport",33.12929916381836,-97.35859680175781,750,"NA","US","US-TX","Justin","no","05TS",,"05TS",,,
6852,"05TX","small_airport","Circle 'A' Ranch Airport",32.12919998168945,-97.4041976928711,608,"NA","US","US-TX","Blum","no","05TX",,"05TX",,,
6853,"05UT","small_airport","Oljato Airport",37.03329849243164,-110.31700134277344,4838,"NA","US","US-UT","Oljato","no","05UT",,"05UT",,,
6854,"05V","small_airport","Blanca Airport",37.41109848022461,-105.552001953125,7720,"NA","US","US-CO","Blanca","no","05V",,"05V",,,
6855,"05VA","small_airport","Providence Airport",37.22420120239258,-78.4186019897461,445,"NA","US","US-VA","Farmville","no","05VA",,"05VA",,,
6856,"05VT","heliport","Port of Highgate Springs Heliport",45.013301849365234,-73.08670043945312,68,"NA","US","US-VT","Highgate Springs","no","05VT",,"05VT",,,
6857,"05WA","heliport","Sacred Heart Medical Center Helistop",47.64820098876953,-117.41400146484375,2220,"NA","US","US-WA","Spokane","no","05WA",,"05WA",,,
6858,"05WI","small_airport","Ames Private Airport",42.651100158691406,-88.74590301513672,958,"NA","US","US-WI","Darien","no","05WI",,"05WI",,,
45907,"05WN","small_airport","Flat Creek Field",48.702222,-118.0475,1570,"NA","US","US-WA","Kettle Falls","no","05WN",,"05WN",,,
6859,"05XS","small_airport","Johnson Memorial Airport",33.07929992675781,-91.54319763183594,105,"NA","US","US-AR","Wilmot","no","05XS",,"05XS",,,
6860,"05Y","small_airport","Henning Municipal Airport",46.30379867553711,-95.43949890136719,1455,"NA","US","US-MN","Henning","no","05Y",,"05Y",,,
45272,"06AK","small_airport","June Lake Airpark",61.627619,-149.575331,425,"NA","US","US-AK","Wasilla","no","06AK",,"06AK",,,
6861,"06AL","heliport","Brown Stagefield Army Heliport",31.388399124145508,-85.97239685058594,415,"NA","US","US-AL","Fort Rucker/New Brockton","no","06AL",,"06AL",,,
6862,"06AR","small_airport","Bondair Airport",35.544498443603516,-92.18489837646484,499,"NA","US","US-AR","Higden","no","06AR",,"06AR",,,
6863,"06AZ","heliport","Mercy Gilbert Medical Center Heliport",33.28580093383789,-111.75299835205078,1280,"NA","US","US-AZ","Gilbert","no","06AZ",,"06AZ",,,
6864,"06B","seaplane_base","Lucky Landing Marina and Seaplane Base",44.907001495399996,-68.8050003052,115,"NA","US","US-ME","Bangor","no","06B",,"06B",,,
6865,"06CA","heliport","Sce Solar I Heliport",34.87080001831055,-116.83399963378906,1942,"NA","US","US-CA","Yermo","no","06CA",,"06CA",,,
6866,"06CL","heliport","Abc7-Tv Heliport",35.15719985961914,-118.28900146484375,520,"NA","US","US-CA","Glendale","no","06CL",,"06CL",,,
6867,"06CO","small_airport","Jecan Airport",37.38750076293945,-103.69100189208984,5100,"NA","US","US-CO","Branson","no","06CO",,"06CO",,,
6868,"06FA","small_airport","William P Gwinn Airport",26.90839958190918,-80.32890319824219,28,"NA","US","US-FL","Jupiter","no","06FA",,"06FA",,"http://en.wikipedia.org/wiki/North_Palm_Beach_County_General_Aviation_Airport",
6869,"06FD","small_airport","Grass Roots Airpark",28.641700744628906,-81.88500213623047,105,"NA","US","US-FL","Mascotte","no","06FD",,"06FD",,,
6870,"06FL","heliport","Morton Plant Hospital Heliport",27.953399658203125,-82.8042984008789,3,"NA","US","US-FL","Clearwater","no","06FL",,"06FL",,,
6871,"06GA","heliport","Smith Heliport",33.75339889526367,-84.16210174560547,1065,"NA","US","US-GA","Redan","no","06GA",,"06GA",,,
6872,"06I","seaplane_base","Patoka Reservoir Landing Area Seaplane Base",38.43339920043945,-86.69110107421875,536,"NA","US","US-IN","French Lick","no","06I",,"06I",,,
6873,"06IA","small_airport","Rich Field",41.841400146484375,-91.83429718017578,880,"NA","US","US-IA","Walford","no","06IA",,"06IA",,,
6874,"06ID","small_airport","Larkin Airport",43.46269989013672,-116.35900115966797,2750,"NA","US","US-ID","Kuna","no","06ID",,"06ID",,,
6875,"06IL","small_airport","Humm Airport",41.5994987487793,-88.86990356445312,708,"NA","US","US-IL","Earlville","no","06IL",,"06IL",,,
6876,"06IN","small_airport","Ellis Fly-In Airport",39.282798767089844,-87.30359649658203,575,"NA","US","US-IN","Blackhawk","no","06IN",,"06IN",,,
6877,"06IS","small_airport","Sinele Strip",40.5463981628418,-91.27429962158203,695,"NA","US","US-IL","Nauvoo","no","06IS",,"06IS",,,
6878,"06KS","heliport","Riverside Hospital Airlift Heliport",37.69580078125,-97.37249755859375,1332,"NA","US","US-KS","Wichita","no","06KS",,"06KS",,,
6879,"06KY","heliport","Falcon Heliport",37.525901794433594,-83.34519958496094,751,"NA","US","US-KY","Jackson","no","06KY",,"06KY",,,
6880,"06LA","heliport","Panther Helicopters Inc Heliport",29.84600067138672,-90.02780151367188,,"NA","US","US-LA","Belle Chasse","no","06LA",,"06LA",,,
6881,"06LL","heliport","Hammersmith Heliport",41.873600006103516,-88.49690246582031,812,"NA","US","US-IL","Elburn","no","06LL",,"06LL",,,
6882,"06LS","heliport","Tembec Heliport",30.70789909362793,-91.32019805908203,85,"NA","US","US-LA","St Francisville","no","06LS",,"06LS",,,
6883,"06MA","heliport","The Barn Heliport",42.69060134887695,-71.60900115966797,210,"NA","US","US-MA","Pepperell","no","06MA",,"06MA",,,
6884,"06MD","heliport","Bayview Heliport",39.29140090942383,-76.54630279541016,132,"NA","US","US-MD","Baltimore","no","06MD",,"06MD",,,
6885,"06MI","heliport","W A Foote Memorial Hospital Heliport",42.2510986328125,-84.39140319824219,978,"NA","US","US-MI","Jackson","no","06MI",,"06MI",,,
6886,"06MN","small_airport","Pike Field Airport",47.6519012451,-92.41670227050001,1463,"NA","US","US-MN","Virginia","no","06MN",,"06MN",,,
6887,"06MO","small_airport","Noahs Ark Airport",39.23059844970703,-94.80439758300781,755,"NA","US","US-MO","Waldron","no","06MO",,"06MO",,,
6888,"06MT","small_airport","Torgerson Airport",48.55830001831055,-112.10900115966797,3541,"NA","US","US-MT","Ethridge","no","06MT",,"06MT",,,
6889,"06N","small_airport","Randall Airport",41.43199920654297,-74.3916015625,523,"NA","US","US-NY","Middletown","no","06N",,"06N",,,
6890,"06NC","small_airport","Tailwinds Airport",34.82749938964844,-78.9302978515625,163,"NA","US","US-NC","St. Pauls","no","06NC",,"06NC",,,
6891,"06ND","small_airport","Fitterer's Strip",46.7489013671875,-101.66899871826172,2180,"NA","US","US-ND","Glen Ullin","no","06ND",,"06ND",,,
6892,"06NE","heliport","St Marys Hospital Heliport",40.68000030517578,-95.86170196533203,1015,"NA","US","US-NE","Nebraska City","no","06NE",,"06NE",,,
6893,"06NH","small_airport","Cole Farm Airport",42.92839813232422,-70.97309875488281,160,"NA","US","US-NH","Kensington","no","06NH",,"06NH",,,
6894,"06NJ","heliport","Chemical Bank - New Jersey Na Heliport",39.9500999451,-74.9996032715,25,"NA","US","US-NJ","Moorestown","no","06NJ",,"06NJ",,,
6895,"06NY","small_airport","Murphy Field",42.84280014038086,-76.44529724121094,1100,"NA","US","US-NY","Auburn","no","06NY",,"06NY",,,
6896,"06O1","heliport","Saint Elizabeth Medical Center Heliport",41.11479949951172,-80.65699768066406,1020,"NA","US","US-OH","Youngstown","no","06O1",,"06O1",,,
6897,"06OH","small_airport","Hal Joy Airfield",41.50979995727539,-80.59120178222656,1160,"NA","US","US-OH","Williamsfield","no","06OH",,"06OH",,,
6898,"06OI","small_airport","Green Acres Airport",39.734798431396484,-84.3822021484375,915,"NA","US","US-OH","New Lebanon","no","06OI",,"06OI",,,
6899,"06OK","heliport","Albert Lodge Heliport",36.54169845581055,-94.83360290527344,900,"NA","US","US-OK","Grove","no","06OK",,"06OK",,,
6900,"06OR","small_airport","Hayden Mountain Airport",45.4650993347168,-123.08000183105469,850,"NA","US","US-OR","Forest Grove","no","06OR",,"06OR",,,
6901,"06PA","small_airport","Freefall Oz Airport",42.008399963378906,-78.25810241699219,1440,"NA","US","US-PA","Ceres","no","06PA",,"06PA",,,
45764,"06PN","heliport","Schiavoni Heliport",40.382733,-76.772533,727,"NA","US","US-PA","Harrisburg","no","06PN",,"06PN",,,
6902,"06PS","heliport","Cherokee Island Castle Heliport",40.40230178833008,-79.92130279541016,760,"NA","US","US-PA","West Homestead","no","06PS",,"06PS",,,
6903,"06R","small_airport","Grawunder Field",29.9419002532959,-96.24610137939453,289,"NA","US","US-TX","Bellville","no","06R",,"06R",,,
6904,"06SN","small_airport","Beyer Farm Airport",37.583900451660156,-97.25309753417969,1340,"NA","US","US-KS","Derby","no","06SN",,"06SN",,,
6905,"06TA","small_airport","Glaser Field",30.90850067138672,-97.11689758300781,480,"NA","US","US-TX","Buckholts","no","06TA",,"06TA",,,
6906,"06TE","small_airport","Ainsworth Airport",30.312700271606445,-95.02690124511719,129,"NA","US","US-TX","Cleveland","no","06TE",,"06TE",,,
6907,"06TN","small_airport","Hunter STOLport",35.69729995727539,-86.95690155029297,640,"NA","US","US-TN","Columbia","no","06TN",,"06TN",,,
6908,"06TS","small_airport","Roscoe Mc Connico Airport",32.12070083618164,-96.1791000366211,350,"NA","US","US-TX","Kerens","no","06TS",,"06TS",,,
6909,"06TX","small_airport","Diamond N Ranch Airport",30.057600021362305,-95.81289672851562,215,"NA","US","US-TX","Hockley","no","06TX",,"06TX",,,
6910,"06VA","small_airport","Mount Horeb Field",38.249000549316406,-78.85530090332031,1160,"NA","US","US-VA","Grottoes","no","06VA",,"06VA",,,
6911,"06WA","heliport","N A Degerstrom Yard Heliport",47.68629837036133,-117.197998046875,2013,"NA","US","US-WA","Spokane","no","06WA",,"06WA",,,
